# Nitrate Concentration in rivers in England in 2021 from DEFRA
Date,Time,determinand.label,result,determinand.unit.label,sample.sampledMaterialType.label,easting,northing
16/03/2021,12:22:00,Nitrate-N,4.84,mg/l,RIVER / RUNNING SURFACE WATER,343491,126234
26/04/2021,13:20:00,Nitrate-N,5.93,mg/l,RIVER / RUNNING SURFACE WATER,343491,126234
13/05/2021,13:03:00,Nitrate-N,4.82,mg/l,RIVER / RUNNING SURFACE WATER,343491,126234
10/06/2021,13:59:00,Nitrate-N,4.25,mg/l,RIVER / RUNNING SURFACE WATER,343491,126234
02/07/2021,11:51:00,Nitrate-N,3.68,mg/l,RIVER / RUNNING SURFACE WATER,343491,126234
09/08/2021,14:52:00,Nitrate-N,5.77,mg/l,RIVER / RUNNING SURFACE WATER,343491,126234
28/10/2021,12:05:00,Nitrate-N,4.12,mg/l,RIVER / RUNNING SURFACE WATER,343491,126234
24/11/2021,13:52:00,Nitrate-N,7.23,mg/l,RIVER / RUNNING SURFACE WATER,343491,126234
03/12/2021,11:47:00,Nitrate-N,8.19,mg/l,RIVER / RUNNING SURFACE WATER,343491,126234
04/02/2021,09:59:00,Nitrate-N,8.99,mg/l,RIVER / RUNNING SURFACE WATER,385541,93090
01/03/2021,10:09:00,Nitrate-N,9.59,mg/l,RIVER / RUNNING SURFACE WATER,385541,93090
15/04/2021,12:49:00,Nitrate-N,9.79,mg/l,RIVER / RUNNING SURFACE WATER,385541,93090
13/05/2021,13:25:00,Nitrate-N,8.88,mg/l,RIVER / RUNNING SURFACE WATER,385541,93090
23/07/2021,11:50:00,Nitrate-N,9.07,mg/l,RIVER / RUNNING SURFACE WATER,385541,93090
12/08/2021,11:01:00,Nitrate-N,8.96,mg/l,RIVER / RUNNING SURFACE WATER,385541,93090
06/09/2021,13:37:00,Nitrate-N,9.18,mg/l,RIVER / RUNNING SURFACE WATER,385541,93090
04/10/2021,10:35:00,Nitrate-N,8.77,mg/l,RIVER / RUNNING SURFACE WATER,385541,93090
17/11/2021,09:42:00,Nitrate-N,9.89,mg/l,RIVER / RUNNING SURFACE WATER,385541,93090
02/12/2021,11:31:00,Nitrate-N,9.79,mg/l,RIVER / RUNNING SURFACE WATER,385541,93090
04/02/2021,14:24:00,Nitrate-N,5.2,mg/l,RIVER / RUNNING SURFACE WATER,223231,67043
25/02/2021,11:39:00,Nitrate-N,5.4,mg/l,RIVER / RUNNING SURFACE WATER,223231,67043
23/03/2021,13:47:00,Nitrate-N,5.2,mg/l,RIVER / RUNNING SURFACE WATER,223231,67043
13/04/2021,13:23:00,Nitrate-N,4.9,mg/l,RIVER / RUNNING SURFACE WATER,223231,67043
19/05/2021,15:08:00,Nitrate-N,3.89,mg/l,RIVER / RUNNING SURFACE WATER,223231,67043
15/06/2021,14:34:00,Nitrate-N,4.9,mg/l,RIVER / RUNNING SURFACE WATER,223231,67043
23/07/2021,12:44:00,Nitrate-N,3.59,mg/l,RIVER / RUNNING SURFACE WATER,223231,67043
17/08/2021,12:58:00,Nitrate-N,3.4,mg/l,RIVER / RUNNING SURFACE WATER,223231,67043
17/09/2021,11:43:00,Nitrate-N,4.4,mg/l,RIVER / RUNNING SURFACE WATER,223231,67043
06/10/2021,14:41:00,Nitrate-N,4.6,mg/l,RIVER / RUNNING SURFACE WATER,223231,67043
23/11/2021,14:51:00,Nitrate-N,5.1,mg/l,RIVER / RUNNING SURFACE WATER,223231,67043
14/12/2021,12:12:00,Nitrate-N,5.3,mg/l,RIVER / RUNNING SURFACE WATER,223231,67043
29/01/2021,09:42:00,Nitrate-N,0.715,mg/l,RIVER / RUNNING SURFACE WATER,270437,114966
25/02/2021,09:17:00,Nitrate-N,1.39,mg/l,RIVER / RUNNING SURFACE WATER,270437,114966
23/03/2021,11:52:00,Nitrate-N,1.2,mg/l,RIVER / RUNNING SURFACE WATER,270437,114966
13/04/2021,12:01:00,Nitrate-N,0.717,mg/l,RIVER / RUNNING SURFACE WATER,270437,114966
19/07/2021,11:32:00,Nitrate-N,1.2,mg/l,RIVER / RUNNING SURFACE WATER,270437,114966
04/08/2021,13:20:00,Nitrate-N,0.777,mg/l,RIVER / RUNNING SURFACE WATER,270437,114966
18/08/2021,10:34:00,Nitrate-N,0.887,mg/l,RIVER / RUNNING SURFACE WATER,270437,114966
27/09/2021,15:40:00,Nitrate-N,0.838,mg/l,RIVER / RUNNING SURFACE WATER,270437,114966
18/10/2021,13:21:00,Nitrate-N,1.2,mg/l,RIVER / RUNNING SURFACE WATER,270437,114966
24/11/2021,10:15:00,Nitrate-N,0.769,mg/l,RIVER / RUNNING SURFACE WATER,270437,114966
09/12/2021,13:41:00,Nitrate-N,1.8,mg/l,RIVER / RUNNING SURFACE WATER,270437,114966
19/01/2021,13:24:00,Nitrate-N,8.39,mg/l,RIVER / RUNNING SURFACE WATER,415743,130455
02/02/2021,11:51:00,Nitrate-N,8.09,mg/l,RIVER / RUNNING SURFACE WATER,415743,130455
16/03/2021,10:01:00,Nitrate-N,8.29,mg/l,RIVER / RUNNING SURFACE WATER,415743,130455
30/04/2021,13:53:00,Nitrate-N,7.99,mg/l,RIVER / RUNNING SURFACE WATER,415743,130455
19/05/2021,12:38:00,Nitrate-N,7.79,mg/l,RIVER / RUNNING SURFACE WATER,415743,130455
18/06/2021,11:57:00,Nitrate-N,7.28,mg/l,RIVER / RUNNING SURFACE WATER,415743,130455
20/09/2021,10:17:00,Nitrate-N,8.49,mg/l,RIVER / RUNNING SURFACE WATER,415743,130455
24/09/2021,13:45:00,Nitrate-N,8.39,mg/l,RIVER / RUNNING SURFACE WATER,415743,130455
20/10/2021,11:55:00,Nitrate-N,6.19,mg/l,RIVER / RUNNING SURFACE WATER,415743,130455
10/11/2021,12:46:00,Nitrate-N,7.99,mg/l,RIVER / RUNNING SURFACE WATER,415743,130455
15/11/2021,11:49:00,Nitrate-N,7.99,mg/l,RIVER / RUNNING SURFACE WATER,415743,130455
06/12/2021,12:02:00,Nitrate-N,8.38,mg/l,RIVER / RUNNING SURFACE WATER,415743,130455
09/02/2021,10:22:00,Nitrate-N,4.58,mg/l,RIVER / RUNNING SURFACE WATER,191530,44188
25/02/2021,10:08:00,Nitrate-N,4.28,mg/l,RIVER / RUNNING SURFACE WATER,191530,44188
18/03/2021,12:34:00,Nitrate-N,3.78,mg/l,RIVER / RUNNING SURFACE WATER,191530,44188
13/04/2021,13:06:00,Nitrate-N,3.59,mg/l,RIVER / RUNNING SURFACE WATER,191530,44188
05/05/2021,14:21:00,Nitrate-N,3.49,mg/l,RIVER / RUNNING SURFACE WATER,191530,44188
29/07/2021,15:23:00,Nitrate-N,2.99,mg/l,RIVER / RUNNING SURFACE WATER,191530,44188
27/08/2021,12:37:00,Nitrate-N,2.9,mg/l,RIVER / RUNNING SURFACE WATER,191530,44188
27/09/2021,09:39:00,Nitrate-N,2.19,mg/l,RIVER / RUNNING SURFACE WATER,191530,44188
19/10/2021,13:55:00,Nitrate-N,2.89,mg/l,RIVER / RUNNING SURFACE WATER,191530,44188
26/11/2021,13:17:00,Nitrate-N,3.58,mg/l,RIVER / RUNNING SURFACE WATER,191530,44188
16/12/2021,12:50:00,Nitrate-N,4.18,mg/l,RIVER / RUNNING SURFACE WATER,191530,44188
20/01/2021,10:44:00,Nitrate-N,1.1,mg/l,RIVER / RUNNING SURFACE WATER,299506,143698
16/02/2021,10:32:00,Nitrate-N,1.6,mg/l,RIVER / RUNNING SURFACE WATER,299506,143698
23/03/2021,10:58:00,Nitrate-N,1.7,mg/l,RIVER / RUNNING SURFACE WATER,299506,143698
25/08/2021,11:16:00,Nitrate-N,1.5,mg/l,RIVER / RUNNING SURFACE WATER,299506,143698
01/10/2021,10:32:00,Nitrate-N,0.958,mg/l,RIVER / RUNNING SURFACE WATER,299506,143698
12/10/2021,15:16:00,Nitrate-N,1.4,mg/l,RIVER / RUNNING SURFACE WATER,299506,143698
09/11/2021,14:59:00,Nitrate-N,1.6,mg/l,RIVER / RUNNING SURFACE WATER,299506,143698
12/11/2021,11:56:00,Nitrate-N,1.6,mg/l,RIVER / RUNNING SURFACE WATER,299506,143698
03/12/2021,10:17:00,Nitrate-N,1.4,mg/l,RIVER / RUNNING SURFACE WATER,299506,143698
09/02/2021,10:29:00,Nitrate-N,1.8,mg/l,RIVER / RUNNING SURFACE WATER,420271,99614
23/02/2021,10:15:00,Nitrate-N,1.79,mg/l,RIVER / RUNNING SURFACE WATER,420271,99614
01/03/2021,10:18:00,Nitrate-N,2.09,mg/l,RIVER / RUNNING SURFACE WATER,420271,99614
15/04/2021,14:27:00,Nitrate-N,2.49,mg/l,RIVER / RUNNING SURFACE WATER,420271,99614
12/05/2021,10:39:00,Nitrate-N,2.09,mg/l,RIVER / RUNNING SURFACE WATER,420271,99614
08/06/2021,10:41:00,Nitrate-N,2.19,mg/l,RIVER / RUNNING SURFACE WATER,420271,99614
07/07/2021,10:41:00,Nitrate-N,1.39,mg/l,RIVER / RUNNING SURFACE WATER,420271,99614
02/08/2021,11:28:00,Nitrate-N,1.99,mg/l,RIVER / RUNNING SURFACE WATER,420271,99614
22/09/2021,14:30:00,Nitrate-N,2.99,mg/l,RIVER / RUNNING SURFACE WATER,420271,99614
11/10/2021,10:21:00,Nitrate-N,2.2,mg/l,RIVER / RUNNING SURFACE WATER,420271,99614
02/11/2021,10:02:00,Nitrate-N,1.6,mg/l,RIVER / RUNNING SURFACE WATER,420271,99614
01/12/2021,12:02:00,Nitrate-N,2,mg/l,RIVER / RUNNING SURFACE WATER,420271,99614
29/01/2021,13:00:00,Nitrate-N,2.69,mg/l,RIVER / RUNNING SURFACE WATER,342935,98806
17/02/2021,10:46:00,Nitrate-N,2.09,mg/l,RIVER / RUNNING SURFACE WATER,342935,98806
10/03/2021,12:16:00,Nitrate-N,2.26,mg/l,RIVER / RUNNING SURFACE WATER,342935,98806
12/04/2021,12:54:00,Nitrate-N,1.7,mg/l,RIVER / RUNNING SURFACE WATER,342935,98806
07/05/2021,13:20:00,Nitrate-N,1.79,mg/l,RIVER / RUNNING SURFACE WATER,342935,98806
09/06/2021,11:40:00,Nitrate-N,1.49,mg/l,RIVER / RUNNING SURFACE WATER,342935,98806
24/08/2021,16:29:00,Nitrate-N,1.2,mg/l,RIVER / RUNNING SURFACE WATER,342935,98806
23/09/2021,13:20:00,Nitrate-N,1.2,mg/l,RIVER / RUNNING SURFACE WATER,342935,98806
08/10/2021,11:13:00,Nitrate-N,2.09,mg/l,RIVER / RUNNING SURFACE WATER,342935,98806
05/11/2021,13:23:00,Nitrate-N,2.08,mg/l,RIVER / RUNNING SURFACE WATER,342935,98806
10/12/2021,09:34:00,Nitrate-N,2.19,mg/l,RIVER / RUNNING SURFACE WATER,342935,98806
17/03/2021,11:20:00,Nitrate-N,3.8,mg/l,RIVER / RUNNING SURFACE WATER,375032,168851
25/08/2021,12:50:00,Nitrate-N,2.5,mg/l,RIVER / RUNNING SURFACE WATER,375032,168851
02/11/2021,14:22:00,Nitrate-N,4,mg/l,RIVER / RUNNING SURFACE WATER,375032,168851
09/12/2021,13:11:00,Nitrate-N,2.5,mg/l,RIVER / RUNNING SURFACE WATER,375032,168851
16/02/2021,13:56:00,Nitrate-N,0.729,mg/l,RIVER / RUNNING SURFACE WATER,276332,73699
02/03/2021,12:16:00,Nitrate-N,0.899,mg/l,RIVER / RUNNING SURFACE WATER,276332,73699
18/03/2021,11:28:00,Nitrate-N,0.879,mg/l,RIVER / RUNNING SURFACE WATER,276332,73699
23/04/2021,11:48:00,Nitrate-N,0.839,mg/l,RIVER / RUNNING SURFACE WATER,276332,73699
23/06/2021,22:58:00,Nitrate-N,0.849,mg/l,RIVER / RUNNING SURFACE WATER,276332,73699
04/08/2021,10:52:00,Nitrate-N,0.849,mg/l,RIVER / RUNNING SURFACE WATER,276332,73699
23/09/2021,11:10:00,Nitrate-N,0.938,mg/l,RIVER / RUNNING SURFACE WATER,276332,73699
13/10/2021,12:47:00,Nitrate-N,0.849,mg/l,RIVER / RUNNING SURFACE WATER,276332,73699
09/11/2021,12:19:00,Nitrate-N,0.959,mg/l,RIVER / RUNNING SURFACE WATER,276332,73699
02/12/2021,12:14:00,Nitrate-N,0.839,mg/l,RIVER / RUNNING SURFACE WATER,276332,73699
21/01/2021,11:02:00,Nitrate-N,3.59,mg/l,RIVER / RUNNING SURFACE WATER,256370,138193
18/02/2021,12:38:00,Nitrate-N,3.39,mg/l,RIVER / RUNNING SURFACE WATER,256370,138193
25/03/2021,12:04:00,Nitrate-N,3.18,mg/l,RIVER / RUNNING SURFACE WATER,256370,138193
12/04/2021,12:22:00,Nitrate-N,3.39,mg/l,RIVER / RUNNING SURFACE WATER,256370,138193
14/06/2021,10:11:00,Nitrate-N,3.49,mg/l,RIVER / RUNNING SURFACE WATER,256370,138193
19/08/2021,11:11:00,Nitrate-N,3.29,mg/l,RIVER / RUNNING SURFACE WATER,256370,138193
08/09/2021,12:21:00,Nitrate-N,3.3,mg/l,RIVER / RUNNING SURFACE WATER,256370,138193
23/09/2021,13:29:00,Nitrate-N,3.2,mg/l,RIVER / RUNNING SURFACE WATER,256370,138193
14/10/2021,10:06:00,Nitrate-N,3.8,mg/l,RIVER / RUNNING SURFACE WATER,256370,138193
10/11/2021,12:23:00,Nitrate-N,4.29,mg/l,RIVER / RUNNING SURFACE WATER,256370,138193
03/12/2021,10:46:00,Nitrate-N,4.19,mg/l,RIVER / RUNNING SURFACE WATER,256370,138193
23/02/2021,12:06:00,Nitrate-N,0.816,mg/l,RIVER / RUNNING SURFACE WATER,384722,125566
10/03/2021,11:19:00,Nitrate-N,0.877,mg/l,RIVER / RUNNING SURFACE WATER,384722,125566
29/04/2021,15:53:00,Nitrate-N,0.916,mg/l,RIVER / RUNNING SURFACE WATER,384722,125566
30/06/2021,12:42:00,Nitrate-N,0.728,mg/l,RIVER / RUNNING SURFACE WATER,384722,125566
16/09/2021,12:55:00,Nitrate-N,0.194,mg/l,RIVER / RUNNING SURFACE WATER,384722,125566
15/10/2021,13:54:00,Nitrate-N,0.295,mg/l,RIVER / RUNNING SURFACE WATER,384722,125566
09/11/2021,13:48:00,Nitrate-N,0.416,mg/l,RIVER / RUNNING SURFACE WATER,384722,125566
15/11/2021,12:19:00,Nitrate-N,0.386,mg/l,RIVER / RUNNING SURFACE WATER,384722,125566
17/12/2021,12:58:00,Nitrate-N,0.656,mg/l,RIVER / RUNNING SURFACE WATER,384722,125566
26/01/2021,11:03:00,Nitrate-N,0.559,mg/l,RIVER / RUNNING SURFACE WATER,211569,73706
09/02/2021,11:53:00,Nitrate-N,0.799,mg/l,RIVER / RUNNING SURFACE WATER,211569,73706
10/03/2021,10:46:00,Nitrate-N,0.379,mg/l,RIVER / RUNNING SURFACE WATER,211569,73706
06/04/2021,16:01:00,Nitrate-N,0.849,mg/l,RIVER / RUNNING SURFACE WATER,211569,73706
30/07/2021,14:13:00,Nitrate-N,0.499,mg/l,RIVER / RUNNING SURFACE WATER,211569,73706
16/08/2021,11:19:00,Nitrate-N,0.609,mg/l,RIVER / RUNNING SURFACE WATER,211569,73706
23/09/2021,12:01:00,Nitrate-N,0.589,mg/l,RIVER / RUNNING SURFACE WATER,211569,73706
14/10/2021,11:37:00,Nitrate-N,0.679,mg/l,RIVER / RUNNING SURFACE WATER,211569,73706
23/11/2021,15:04:00,Nitrate-N,0.699,mg/l,RIVER / RUNNING SURFACE WATER,211569,73706
08/12/2021,12:51:00,Nitrate-N,0.649,mg/l,RIVER / RUNNING SURFACE WATER,211569,73706
26/01/2021,11:03:00,Nitrate-N,0.749,mg/l,RIVER / RUNNING SURFACE WATER,273140,149078
18/02/2021,11:34:00,Nitrate-N,0.489,mg/l,RIVER / RUNNING SURFACE WATER,273140,149078
24/03/2021,11:56:00,Nitrate-N,0.699,mg/l,RIVER / RUNNING SURFACE WATER,273140,149078
28/04/2021,12:13:00,Nitrate-N,0.569,mg/l,RIVER / RUNNING SURFACE WATER,273140,149078
24/06/2021,13:00:00,Nitrate-N,0.629,mg/l,RIVER / RUNNING SURFACE WATER,273140,149078
07/09/2021,12:17:00,Nitrate-N,0.539,mg/l,RIVER / RUNNING SURFACE WATER,273140,149078
24/09/2021,11:43:00,Nitrate-N,0.559,mg/l,RIVER / RUNNING SURFACE WATER,273140,149078
29/09/2021,11:40:00,Nitrate-N,0.299,mg/l,RIVER / RUNNING SURFACE WATER,273140,149078
12/10/2021,12:14:00,Nitrate-N,0.549,mg/l,RIVER / RUNNING SURFACE WATER,273140,149078
09/11/2021,11:38:00,Nitrate-N,0.669,mg/l,RIVER / RUNNING SURFACE WATER,273140,149078
13/12/2021,14:38:00,Nitrate-N,0.489,mg/l,RIVER / RUNNING SURFACE WATER,273140,149078
17/12/2021,10:34:00,Nitrate-N,0.609,mg/l,RIVER / RUNNING SURFACE WATER,273140,149078
18/02/2021,13:06:00,Nitrate-N,3.08,mg/l,RIVER / RUNNING SURFACE WATER,394935,179096
17/03/2021,15:12:00,Nitrate-N,3.79,mg/l,RIVER / RUNNING SURFACE WATER,394935,179096
26/03/2021,13:31:00,Nitrate-N,3.88,mg/l,RIVER / RUNNING SURFACE WATER,394935,179096
09/06/2021,12:25:00,Nitrate-N,3.68,mg/l,RIVER / RUNNING SURFACE WATER,394935,179096
24/08/2021,11:45:00,Nitrate-N,1.89,mg/l,RIVER / RUNNING SURFACE WATER,394935,179096
27/10/2021,09:22:00,Nitrate-N,6.58,mg/l,RIVER / RUNNING SURFACE WATER,394935,179096
08/12/2021,13:39:00,Nitrate-N,5.19,mg/l,RIVER / RUNNING SURFACE WATER,394935,179096
15/12/2021,10:41:00,Nitrate-N,6.09,mg/l,RIVER / RUNNING SURFACE WATER,394935,179096
29/01/2021,10:48:00,Nitrate-N,2.76,mg/l,RIVER / RUNNING SURFACE WATER,387717,106747
17/02/2021,13:43:00,Nitrate-N,2.97,mg/l,RIVER / RUNNING SURFACE WATER,387717,106747
15/03/2021,13:20:00,Nitrate-N,3.47,mg/l,RIVER / RUNNING SURFACE WATER,387717,106747
30/04/2021,12:56:00,Nitrate-N,4.98,mg/l,RIVER / RUNNING SURFACE WATER,387717,106747
05/05/2021,12:24:00,Nitrate-N,5.28,mg/l,RIVER / RUNNING SURFACE WATER,387717,106747
08/06/2021,13:34:00,Nitrate-N,4.88,mg/l,RIVER / RUNNING SURFACE WATER,387717,106747
23/07/2021,14:04:00,Nitrate-N,3.78,mg/l,RIVER / RUNNING SURFACE WATER,387717,106747
26/08/2021,15:25:00,Nitrate-N,4.19,mg/l,RIVER / RUNNING SURFACE WATER,387717,106747
29/10/2021,13:16:00,Nitrate-N,4.39,mg/l,RIVER / RUNNING SURFACE WATER,387717,106747
04/11/2021,14:11:00,Nitrate-N,4.48,mg/l,RIVER / RUNNING SURFACE WATER,387717,106747
09/11/2021,15:09:00,Nitrate-N,5.48,mg/l,RIVER / RUNNING SURFACE WATER,387717,106747
08/12/2021,14:54:00,Nitrate-N,4.86,mg/l,RIVER / RUNNING SURFACE WATER,387717,106747
27/01/2021,10:13:00,Nitrate-N,4.07,mg/l,RIVER / RUNNING SURFACE WATER,336305,144760
17/03/2021,13:23:00,Nitrate-N,3.87,mg/l,RIVER / RUNNING SURFACE WATER,336305,144760
28/04/2021,12:23:00,Nitrate-N,2.28,mg/l,RIVER / RUNNING SURFACE WATER,336305,144760
20/05/2021,13:49:00,Nitrate-N,4.04,mg/l,RIVER / RUNNING SURFACE WATER,336305,144760
14/06/2021,12:34:00,Nitrate-N,0.196,mg/l,RIVER / RUNNING SURFACE WATER,336305,144760
12/07/2021,12:20:00,Nitrate-N,0.141,mg/l,RIVER / RUNNING SURFACE WATER,336305,144760
03/08/2021,12:19:00,Nitrate-N,0.177,mg/l,RIVER / RUNNING SURFACE WATER,336305,144760
22/09/2021,14:25:00,Nitrate-N,2.48,mg/l,RIVER / RUNNING SURFACE WATER,336305,144760
05/10/2021,13:10:00,Nitrate-N,2.34,mg/l,RIVER / RUNNING SURFACE WATER,336305,144760
03/11/2021,15:31:00,Nitrate-N,2.92,mg/l,RIVER / RUNNING SURFACE WATER,336305,144760
08/12/2021,11:08:00,Nitrate-N,4.25,mg/l,RIVER / RUNNING SURFACE WATER,336305,144760
05/02/2021,14:15:00,Nitrate-N,1.69,mg/l,RIVER / RUNNING SURFACE WATER,228074,106565
24/02/2021,12:10:00,Nitrate-N,1.98,mg/l,RIVER / RUNNING SURFACE WATER,228074,106565
10/03/2021,13:58:00,Nitrate-N,1.78,mg/l,RIVER / RUNNING SURFACE WATER,228074,106565
22/04/2021,13:21:00,Nitrate-N,0.657,mg/l,RIVER / RUNNING SURFACE WATER,228074,106565
25/06/2021,13:27:00,Nitrate-N,0.886,mg/l,RIVER / RUNNING SURFACE WATER,228074,106565
14/07/2021,16:23:00,Nitrate-N,0.925,mg/l,RIVER / RUNNING SURFACE WATER,228074,106565
26/08/2021,12:21:00,Nitrate-N,0.627,mg/l,RIVER / RUNNING SURFACE WATER,228074,106565
16/09/2021,08:59:00,Nitrate-N,0.458,mg/l,RIVER / RUNNING SURFACE WATER,228074,106565
14/10/2021,14:27:00,Nitrate-N,1.8,mg/l,RIVER / RUNNING SURFACE WATER,228074,106565
25/11/2021,10:46:00,Nitrate-N,1.99,mg/l,RIVER / RUNNING SURFACE WATER,228074,106565
16/12/2021,14:06:00,Nitrate-N,2.19,mg/l,RIVER / RUNNING SURFACE WATER,228074,106565
02/02/2021,12:52:00,Nitrate-N,1.1,mg/l,RIVER / RUNNING SURFACE WATER,221066,79759
24/02/2021,12:25:00,Nitrate-N,1.2,mg/l,RIVER / RUNNING SURFACE WATER,221066,79759
18/03/2021,12:10:00,Nitrate-N,0.939,mg/l,RIVER / RUNNING SURFACE WATER,221066,79759
06/04/2021,15:01:00,Nitrate-N,0.999,mg/l,RIVER / RUNNING SURFACE WATER,221066,79759
07/05/2021,14:17:00,Nitrate-N,0.899,mg/l,RIVER / RUNNING SURFACE WATER,221066,79759
26/07/2021,16:36:00,Nitrate-N,0.919,mg/l,RIVER / RUNNING SURFACE WATER,221066,79759
29/09/2021,15:05:00,Nitrate-N,0.709,mg/l,RIVER / RUNNING SURFACE WATER,221066,79759
25/10/2021,13:33:00,Nitrate-N,0.999,mg/l,RIVER / RUNNING SURFACE WATER,221066,79759
03/11/2021,10:44:00,Nitrate-N,1.1,mg/l,RIVER / RUNNING SURFACE WATER,221066,79759
01/12/2021,14:16:00,Nitrate-N,0.859,mg/l,RIVER / RUNNING SURFACE WATER,221066,79759
26/02/2021,10:08:00,Nitrate-N,2.7,mg/l,RIVER / RUNNING SURFACE WATER,274449,123014
03/03/2021,13:17:00,Nitrate-N,8.78,mg/l,RIVER / RUNNING SURFACE WATER,274449,123014
23/03/2021,14:05:00,Nitrate-N,2.29,mg/l,RIVER / RUNNING SURFACE WATER,274449,123014
13/04/2021,12:41:00,Nitrate-N,5.35,mg/l,RIVER / RUNNING SURFACE WATER,274449,123014
14/05/2021,12:49:00,Nitrate-N,2.19,mg/l,RIVER / RUNNING SURFACE WATER,274449,123014
30/06/2021,10:42:00,Nitrate-N,4.85,mg/l,RIVER / RUNNING SURFACE WATER,274449,123014
19/07/2021,12:38:00,Nitrate-N,5.91,mg/l,RIVER / RUNNING SURFACE WATER,274449,123014
20/08/2021,12:22:00,Nitrate-N,3.96,mg/l,RIVER / RUNNING SURFACE WATER,274449,123014
29/10/2021,11:17:00,Nitrate-N,1.9,mg/l,RIVER / RUNNING SURFACE WATER,274449,123014
16/11/2021,10:48:00,Nitrate-N,2.4,mg/l,RIVER / RUNNING SURFACE WATER,274449,123014
13/12/2021,11:07:00,Nitrate-N,2.8,mg/l,RIVER / RUNNING SURFACE WATER,274449,123014
10/02/2021,10:05:00,Nitrate-N,6.68,mg/l,RIVER / RUNNING SURFACE WATER,369254,127536
26/02/2021,13:38:00,Nitrate-N,5.67,mg/l,RIVER / RUNNING SURFACE WATER,369254,127536
09/03/2021,14:13:00,Nitrate-N,6.69,mg/l,RIVER / RUNNING SURFACE WATER,369254,127536
29/04/2021,11:23:00,Nitrate-N,3.95,mg/l,RIVER / RUNNING SURFACE WATER,369254,127536
27/05/2021,13:07:00,Nitrate-N,7.28,mg/l,RIVER / RUNNING SURFACE WATER,369254,127536
27/07/2021,12:39:00,Nitrate-N,3.6,mg/l,RIVER / RUNNING SURFACE WATER,369254,127536
20/08/2021,12:26:00,Nitrate-N,3.5,mg/l,RIVER / RUNNING SURFACE WATER,369254,127536
15/10/2021,11:51:00,Nitrate-N,4,mg/l,RIVER / RUNNING SURFACE WATER,369254,127536
29/11/2021,11:34:00,Nitrate-N,5.3,mg/l,RIVER / RUNNING SURFACE WATER,369254,127536
14/12/2021,09:41:00,Nitrate-N,7.29,mg/l,RIVER / RUNNING SURFACE WATER,369254,127536
19/01/2021,10:08:00,Nitrate-N,4.57,mg/l,RIVER / RUNNING SURFACE WATER,326287,139397
04/02/2021,14:44:00,Nitrate-N,3.47,mg/l,RIVER / RUNNING SURFACE WATER,326287,139397
08/03/2021,13:54:00,Nitrate-N,3.78,mg/l,RIVER / RUNNING SURFACE WATER,326287,139397
08/04/2021,14:55:00,Nitrate-N,2.96,mg/l,RIVER / RUNNING SURFACE WATER,326287,139397
14/05/2021,12:03:00,Nitrate-N,7.16,mg/l,RIVER / RUNNING SURFACE WATER,326287,139397
09/06/2021,13:26:00,Nitrate-N,2.57,mg/l,RIVER / RUNNING SURFACE WATER,326287,139397
28/07/2021,14:39:00,Nitrate-N,2.33,mg/l,RIVER / RUNNING SURFACE WATER,326287,139397
30/09/2021,10:38:00,Nitrate-N,6.35,mg/l,RIVER / RUNNING SURFACE WATER,326287,139397
18/10/2021,09:30:00,Nitrate-N,2.57,mg/l,RIVER / RUNNING SURFACE WATER,326287,139397
15/11/2021,12:33:00,Nitrate-N,3.88,mg/l,RIVER / RUNNING SURFACE WATER,326287,139397
03/12/2021,13:03:00,Nitrate-N,3.66,mg/l,RIVER / RUNNING SURFACE WATER,326287,139397
04/02/2021,12:01:00,Nitrate-N,0.189,mg/l,RIVER / RUNNING SURFACE WATER,242062,103390
19/03/2021,13:23:00,Nitrate-N,0.149,mg/l,RIVER / RUNNING SURFACE WATER,242062,103390
26/03/2021,12:26:00,Nitrate-N,0.168,mg/l,RIVER / RUNNING SURFACE WATER,242062,103390
16/04/2021,10:40:00,Nitrate-N,0.109,mg/l,RIVER / RUNNING SURFACE WATER,242062,103390
22/06/2021,12:34:00,Nitrate-N,0.306,mg/l,RIVER / RUNNING SURFACE WATER,242062,103390
16/11/2021,13:28:00,Nitrate-N,0.092,mg/l,RIVER / RUNNING SURFACE WATER,242062,103390
01/12/2021,11:27:00,Nitrate-N,0.229,mg/l,RIVER / RUNNING SURFACE WATER,242062,103390
19/01/2021,11:27:00,Nitrate-N,2.38,mg/l,RIVER / RUNNING SURFACE WATER,332012,126723
02/02/2021,09:45:00,Nitrate-N,2.77,mg/l,RIVER / RUNNING SURFACE WATER,332012,126723
16/03/2021,10:38:00,Nitrate-N,3.38,mg/l,RIVER / RUNNING SURFACE WATER,332012,126723
06/04/2021,12:13:00,Nitrate-N,7.18,mg/l,RIVER / RUNNING SURFACE WATER,332012,126723
13/05/2021,09:43:00,Nitrate-N,5.23,mg/l,RIVER / RUNNING SURFACE WATER,332012,126723
08/06/2021,12:06:00,Nitrate-N,5.51,mg/l,RIVER / RUNNING SURFACE WATER,332012,126723
15/07/2021,10:33:00,Nitrate-N,4.81,mg/l,RIVER / RUNNING SURFACE WATER,332012,126723
26/08/2021,12:51:00,Nitrate-N,7.24,mg/l,RIVER / RUNNING SURFACE WATER,332012,126723
22/09/2021,12:53:00,Nitrate-N,9.65,mg/l,RIVER / RUNNING SURFACE WATER,332012,126723
